Rate,Building Type,City,Cost Point Selector,Battery Capacity (kWh),Battery Power (kW),BAU Demand Cost,BAU Energy Cost,Capital Cost ($),Max Demand Rate ($/kW),Npv ($),PV Size (kW),Total Demand Savings ($),Total kWh Savings ($)
GSEDS-1_Secondary_Demand,Retail Store,Helena,1,28 kWh,13 kW,121494,379290,$85K,$9.41,$0M,171 kW,26650.6,158675
SC-9_-_General_Large_Low_Tension_Service_[NYC],Supermarket,New York,1,0 kWh,0 kW,0,2335860,$295K,$21.82,$0M,661 kW,0,877630
Schedule_TOU-GSD-10_Time_Of_Use_-_General_Service_Demand,Midrise Apartment,Atlanta,1,16 kWh,5 kW,80574.5,162364,$13K,$15.66,$0M,19 kW,7710,13799
SC-9_-_General_Large_Low_Tension_Service_[NYC],Strip Mall,New York,1,0 kWh,0 kW,0,584002,$88K,$21.82,$0M,198 kW,0,258779
Schedule_TOU-EO-10_-_Time_Of_Use_-_Energy_Only,Hospital,Atlanta,1,0 kWh,0 kW,0,6670950,$858K,$0.00,$0M,"1,924 kW",0,1677790
Secondary_Photovoltaic_Time-Of-Use_Service_-_Schedule_SPVTOU,Strip Mall,Boulder,1,39 kWh,8 kW,60066.8,418864,$78K,$4.84,$0M,160 kW,9805.8,193646
BES-Large_Load_Delivery_Class_(Secondary),Restaurant,Chicago,1,0 kWh,0 kW,40709.6,203169,$23K,$6.73,$0M,51 kW,1692.5,38251
Schedule_MDC_-_Medium_Standard_General_Service_City,Supermarket,Seattle,1,0 kWh,0 kW,84094.8,1090970,$0K,$2.32,$0M,0 kW,0,0
Schedule_TOU-GSD-10_Time_Of_Use_-_General_Service_Demand,Outpatient,Atlanta,1,89 kWh,28 kW,374541,900645,$131K,$15.66,$0M,247 kW,64312,167472
LGS-2_Large_General_Service-_Secondary_Distribution_Voltage,Primary School,LasVegas,1,9 kWh,7 kW,318661,595632,$110K,$16.49,$0M,238 kW,62457,177321
Time-of-use_-_General_Service_-_Demand_Metered_TOU-GS-3_Option_A_(Under_2kV),Supermarket,Anaheim,1,760 kWh,124 kW,658022,1565130,$443K,$17.81,$0M,725 kW,265917,985113
Large_Light_&_Power_-_Primary_voltage_discount,Large Hotel,Minneapolis,1,0 kWh,0 kW,0,1371950,$97K,$7.55,$0M,217 kW,0,163930
Time_of_Use_General_Service_Demand_Metered_Option_A_GS-2_TOU_A_Single_Phase,Fast Food,Anaheim,1,43 kWh,7 kW,45009.8,167767,$31K,$13.20,$0M,53 kW,13182.6,83716
Schedule_G_-_Secondary,Supermarket,Baltimore,1,0 kWh,0 kW,0,2198960,$284K,$0.00,$0M,636 kW,0,807940
Schedule_MDE-_Medium_Standard_General_Service_SeaTac,Outpatient,Seattle,1,0 kWh,0 kW,69748.4,916557,$0K,$2.32,$0M,0 kW,0,0
Schedule_TOU-EO-10_-_Time_Of_Use_-_Energy_Only,Warehouse,Atlanta,1,0 kWh,0 kW,0,162006,$12K,$0.00,$0M,28 kW,0,23047
Schedule_MDT-Medium_Standard_General_Service_Tukwila,Supermarket,Seattle,1,0 kWh,0 kW,84094.8,1191180,$0K,$2.32,$0M,0 kW,0,0
GSD-1_(General_Service_Demand),Primary School,Miami,1,56 kWh,28 kW,444645,634753,$104K,$10.60,$0M,194 kW,89687,117292
Schedule_G_-_Secondary,Hospital,Baltimore,1,0 kWh,0 kW,0,9691980,"$1,094K",$0.00,$1M,"2,454 kW",0,3126040
Schedule_MDD_-_Medium_Network_General_Service,Supermarket,Seattle,1,0 kWh,0 kW,164565,1344720,$174K,$4.54,$0M,391 kW,17633,295000
OGS-TOU-NEM,Retail Store,LasVegas,1,0 kWh,0 kW,0,349938,$63K,$0.00,$0M,142 kW,0,125988
Schedule_MDE-_Medium_Standard_General_Service_SeaTac,Midrise Apartment,Seattle,1,0 kWh,0 kW,12223.7,151615,$0K,$2.32,$0M,0 kW,0,0
Time-Of-Use_-_General_Service_-_Large_TOU-8_Option_R_(under_2kV),Large Office,Anaheim,1,"3,922 kWh",619 kW,2711020,5992580,"$2,069K",$16.23,$1M,"3,274 kW",1307330,4260120
GSEDS-1_Secondary_Non-Demand,Small Office,Helena,1,0 kWh,0 kW,0,87748.2,$13K,$0.00,$0M,29 kW,0,32084.2
GSDT-1_(General_Service_Demand_-Time-Of-Use),Supermarket,Miami,1,46 kWh,17 kW,442694,1014260,$53K,$9.20,$0M,92 kW,41593,58255
BES-Medium_Load_Delivery_Class_(Secondary),Large Hotel,Chicago,1,0 kWh,0 kW,328672,1461900,$0K,$6.29,$0M,0 kW,0,0
A-6_Small_General_Service_TOU_Single_Phase,Outpatient,San Francisco,1,"1,805 kWh",222 kW,0,2958630,$646K,$0.00,$1M,886 kW,0,2456641
OGS-TOU-NEM,Large Hotel,LasVegas,1,0 kWh,0 kW,0,1560770,$178K,$0.00,$0M,399 kW,0,353370
E-19_Medium_General_Demand_TOU_(Secondary_Voluntary),Outpatient,San Francisco,1,"1,422 kWh",189 kW,853761,1275500,$539K,$34.72,$0M,749 kW,580768,922910
E-32_STANDARD_PRICE_PLAN_FOR_TIME-OF-USE_GENERAL_SERVICE,Restaurant,Phoenix,1,106 kWh,19 kW,46990.3,264101,$64K,$6.65,$0M,104 kW,15233.1,120148
GSDT-1_(General_Service_Demand_-Time-Of-Use),Retail Store,Miami,1,38 kWh,13 kW,165782,293785,$38K,$9.20,$0M,64 kW,28164,40826
GS-2_(S)_Large_General_Service_Secondary,Outpatient,Fairbanks,1,817 kWh,118 kW,376861,2607740,$468K,$11.06,$0M,776 kW,137475,1012880
